Retailer,Plan,Type,Period,Rate (c/kWh),Daily Charge (c/day),Feed-in (c/kWh)
Origin Energy,Origin Business Go Variable - Energy Deal (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Energy Deal (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Energy Deal (TOU 5 Day),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Energy Deal (TOU 5 Day),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Energy Deal (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Energy Deal (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Battery Starter (2 Period TOU),PEAK,Tariff 1,38.2,105.891,
Origin Energy,Origin Battery Starter (2 Period TOU),OFF_PEAK,Tariff 2,22.136,105.891,
Origin Energy,Origin Battery Maximiser (2 Period TOU),PEAK,Tariff 1,27.0,105.89,
Origin Energy,Origin Battery Maximiser (2 Period TOU),OFF_PEAK,Tariff 2,17.0,105.89,
Origin Energy,Origin Affinity Variable - My Connect (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - My Connect (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - My Connect (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - My Connect (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - My Connect (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - My Connect (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Business Usage Advantage - Chameleon (TOU 5 Day),PEAK,Tariff 1,29.64,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Chameleon (TOU 5 Day),OFF_PEAK,Tariff 2,14.12,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Chameleon (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,29.64,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Chameleon (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.12,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Chameleon (2 Period TOU),PEAK,Tariff 1,28.33,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Chameleon (2 Period TOU),OFF_PEAK,Tariff 2,16.4,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Chameleon (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.33,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Chameleon (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.4,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Zembl (TOU 5 Day),PEAK,Tariff 1,29.64,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Zembl (TOU 5 Day),OFF_PEAK,Tariff 2,14.12,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Zembl (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,29.64,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Zembl (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.12,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Zembl (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.33,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Zembl (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.4,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Zembl (2 Period TOU),PEAK,Tariff 1,28.33,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Zembl (2 Period TOU),OFF_PEAK,Tariff 2,16.4,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Mindlabz (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,29.64,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Mindlabz (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.12,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Mindlabz (TOU 5 Day),PEAK,Tariff 1,29.64,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Mindlabz (TOU 5 Day),OFF_PEAK,Tariff 2,14.12,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Mindlabz (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.33,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Mindlabz (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.4,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Mindlabz (2 Period TOU),PEAK,Tariff 1,28.33,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Mindlabz (2 Period TOU),OFF_PEAK,Tariff 2,16.4,124.645,1.0
Origin Energy,Origin Business Usage Advantage (TOU 5 Day),PEAK,Tariff 1,29.64,127.56,1.0
Origin Energy,Origin Business Usage Advantage (TOU 5 Day),OFF_PEAK,Tariff 2,14.12,127.56,1.0
Origin Energy,Origin Business Usage Advantage (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,29.64,127.56,1.0
Origin Energy,Origin Business Usage Advantage (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.12,127.56,1.0
Origin Energy,Origin Business Usage Advantage (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.33,124.645,1.0
Origin Energy,Origin Business Usage Advantage (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.4,124.645,1.0
Origin Energy,Origin Business Usage Advantage (2 Period TOU),PEAK,Tariff 1,28.33,124.645,1.0
Origin Energy,Origin Business Usage Advantage (2 Period TOU),OFF_PEAK,Tariff 2,16.4,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Chameleon(Single Rate),Flat Rate,Period,22.56,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Chameleon(Single Rate with Dedicated Circuit),Flat Rate,Period,22.56,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Zembl(Single Rate),Flat Rate,Period,22.56,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Zembl(Single Rate with Dedicated Circuit),Flat Rate,Period,22.56,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Zembl(Single Rate with Dedicated Circuit),Flat Rate,Period,22.56,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Mindlabz(Single Rate),Flat Rate,Period,22.56,124.645,1.0
Origin Energy,Origin Business Usage Advantage (Single Rate),Flat Rate,Period,22.56,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Mindlabz(Single Rate with Dedicated Circuit),Flat Rate,Period,22.56,124.645,1.0
Origin Energy,Origin Business Usage Advantage (Single Rate with Dedicated Circuit),Flat Rate,Period,22.56,124.645,1.0
Origin Energy,Origin Business Go Variable - One Click Switch(Single Rate and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - One Click Switch(Single Rate and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - One Click Switch(Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - One Click Switch(Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Go Switch(Single Rate and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Go Switch(Single Rate and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard(Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard(Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect(Single Rate and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect(Single Rate and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Chameleon(Single Rate and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Chameleon(Single Rate and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Go Switch(Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Go Switch(Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Chameleon(Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Chameleon(Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard(Single Rate and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard(Single Rate and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable (Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable (Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Mindlabz(Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Mindlabz(Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Zembl(Single Rate and Demand and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Zembl(Single Rate and Demand and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Mindlabz(Single Rate and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Mindlabz(Single Rate and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect(Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect(Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Zembl (Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Zembl (Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable (Single Rate and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable (Single Rate and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - One Click Switch(Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - One Click Switch(Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - One Click Switch (TOU 5 Day),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - One Click Switch (TOU 5 Day),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - One Click Switch(Single Rate and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - One Click Switch(Single Rate and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - One Click Switch (2 Period TOU),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - One Click Switch (2 Period TOU),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - One Click Switch (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - One Click Switch (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - One Click Switch (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - One Click Switch (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - One Click Switch(Single Rate with Dedicated Circuit),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - One Click Switch(Single Rate),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Go Switch(Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,38.52,136.87,1.0
Origin Energy,Origin Business Go Variable - Go Switch(Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,25.42,136.87,1.0
Origin Energy,Origin Business Go Variable - Go Switch(Single Rate and Demand),Flat Rate,Summer Demand,38.52,136.87,1.0
Origin Energy,Origin Business Go Variable - Go Switch(Single Rate and Demand),Flat Rate,Non- Summer Demand,25.42,136.87,1.0
Origin Energy,Origin Business Go Variable - Go Switch (TOU 5 Day),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Go Switch (TOU 5 Day),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Go Switch (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Go Switch (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Go Switch (2 Period TOU),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Go Switch (2 Period TOU),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Go Switch (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Go Switch (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Go Switch(Single Rate with Dedicated Circuit),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Go Switch(Single Rate),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Chameleon (2 Period TOU),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Chameleon (2 Period TOU),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Chameleon (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Chameleon (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Chameleon (TOU 5 Day),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Chameleon (TOU 5 Day),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard (TOU 5 Day),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard (TOU 5 Day),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Chameleon (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Chameleon (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard (2 Period TOU),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard (2 Period TOU),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect (2 Period TOU),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect (2 Period TOU),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect (TOU 5 Day),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect (TOU 5 Day),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Zembl (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Zembl (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Zembl (TOU 5 Day),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Zembl (TOU 5 Day),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Mindlabz (TOU 5 Day),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Mindlabz (TOU 5 Day),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Zembl (2 Period TOU),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Zembl (2 Period TOU),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Zembl (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Zembl (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Mindlabz (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Mindlabz (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Mindlabz (2 Period TOU),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Mindlabz (2 Period TOU),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Mindlabz (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Mindlabz (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable (TOU 5 Day),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable (TOU 5 Day),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable (2 Period TOU),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable (2 Period TOU),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Chameleon(Single Rate),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Chameleon(Single Rate with Dedicated Circuit),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard(Single Rate with Dedicated Circuit),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Electricity Wizard(Single Rate),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect(Single Rate),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Zembl(Single Rate),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Compare & Connect(Single Rate with Dedicated Circuit),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Zembl(Single Rate with Dedicated Circuit),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Mindlabz(Single Rate with Dedicated Circuit),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable (Single Rate),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Mindlabz(Single Rate),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable (Single Rate with Dedicated Circuit),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Go Solar Variable (Single Rate),Flat Rate,Period,25.69,103.77,4.0
Origin Energy,Origin Go Solar Variable (Single Rate with Dedicated Circuit),Flat Rate,Period,25.69,103.77,4.0
Origin Energy,Origin Business Solar Boost (Single Rate),Flat Rate,Period,25.35,124.645,5.0
Origin Energy,Origin Business Solar Boost (Single Rate with Dedicated Circuit),Flat Rate,Period,25.35,124.645,5.0
Origin Energy,Origin Business Go Solar Variable - (Single Rate with Dedicated Circuit),Flat Rate,Period,25.1,123.4,4.0
Origin Energy,Origin Business Go Solar Variable -  (Single Rate),Flat Rate,Period,25.1,123.4,4.0
Origin Energy,Origin Business Basic (Single Rate),Flat Rate,Period,25.35,124.645,1.0
Origin Energy,Origin Standing (Single Rate),Flat Rate,Period,25.35,124.645,1.0
Origin Energy,Origin Business Basic (Single Rate with Dedicated Circuit),Flat Rate,Period,25.35,124.645,1.0
Origin Energy,Origin Standing (Single Rate with Demand),Flat Rate,Summer Demand,41.51,150.41,1.0
Origin Energy,Origin Standing (Single Rate with Demand),Flat Rate,Non- Summer Demand,41.51,150.41,1.0
Origin Energy,Origin Standing (Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,41.51,150.41,1.0
Origin Energy,Origin Standing (Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,41.51,150.41,1.0
Origin Energy,Origin Standing (Single Rate with Dedicated Circuit),Flat Rate,Period,25.35,124.645,1.0
Origin Energy,Origin Solar Partner Plus (Single Rate with Dedicated Circuit),Flat Rate,Period,26.218,105.89,12.0
Origin Energy,Origin Solar Partner Plus (Single Rate),Flat Rate,Period,26.218,105.89,12.0
Origin Energy,Origin Solar Boost (Single Rate),Flat Rate,Period,26.218,105.89,5.0
Origin Energy,Origin Solar Boost (Single Rate with Dedicated Circuit),Flat Rate,Period,26.218,105.89,5.0
Origin Energy,Origin Solar Boost (Residential Demand),Flat Rate,Summer Demand,20.97,85.62,5.0
Origin Energy,Origin Solar Boost (Residential Demand),Flat Rate,Non- Summer Demand,20.97,85.62,5.0
Origin Energy,Origin Everyday Rewards Variable (Single Rate),Flat Rate,Period,24.64,99.54,1.0
Origin Energy,Origin Everyday Rewards Variable (Single Rate with Dedicated Circuit),Flat Rate,Period,24.64,99.54,1.0
Origin Energy,Origin Go Variable (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Go Variable (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Essentials Variable (Single Rate),Flat Rate,Period,26.218,105.89,1.0
Origin Energy,Origin Go Variable (Residential Demand),Flat Rate,Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Go Variable (Residential Demand),Flat Rate,Non- Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Essentials Variable (Residential Demand),Flat Rate,Summer Demand,20.97,85.62,1.0
Origin Energy,Origin Essentials Variable (Residential Demand),Flat Rate,Non- Summer Demand,20.97,85.62,1.0
Origin Energy,Origin Essentials Variable (Single Rate with Dedicated Circuit),Flat Rate,Period,26.218,105.89,1.0
Origin Energy,Origin Home Support (Single Rate),Flat Rate,Period,26.218,105.89,1.0
Origin Energy,Origin Home Support (Residential Demand),Flat Rate,Summer Demand,20.97,85.62,1.0
Origin Energy,Origin Home Support (Residential Demand),Flat Rate,Non- Summer Demand,20.97,85.62,1.0
Origin Energy,Origin Home Support (Single Rate with Dedicated Circuit),Flat Rate,Period,26.218,105.89,1.0
Origin Energy,Origin Basic (Single Rate with Dedicated Circuit),Flat Rate,Period,26.218,105.89,1.0
Origin Energy,Origin Basic (Single Rate),Flat Rate,Period,26.218,105.89,1.0
Origin Energy,Origin Standing (Single Rate),Flat Rate,Period,26.218,105.89,1.0
Origin Energy,Origin Standing (Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,20.97,85.62,1.0
Origin Energy,Origin Standing (Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,20.97,85.62,1.0
Origin Energy,Origin Basic (Residential Demand),Flat Rate,Summer Demand,20.97,85.62,1.0
Origin Energy,Origin Basic (Residential Demand),Flat Rate,Non- Summer Demand,20.97,85.62,1.0
Origin Energy,Origin Standing (Single Rate with Dedicated Circuit),Flat Rate,Period,26.218,105.89,1.0
Origin Energy,Origin Standing - Residential Demand (Single Rate),Flat Rate,Summer Demand,20.97,85.62,1.0
Origin Energy,Origin Standing - Residential Demand (Single Rate),Flat Rate,Non- Summer Demand,20.97,85.62,1.0
Origin Energy,Origin Go Solar Variable (2 Period TOU),PEAK,Tariff 1,34.18,103.77,4.0
Origin Energy,Origin Go Solar Variable (2 Period TOU),OFF_PEAK,Tariff 2,20.48,103.77,4.0
Origin Energy,Origin Go Solar Variable (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,34.18,103.77,4.0
Origin Energy,Origin Go Solar Variable (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,20.48,103.77,4.0
Origin Energy,Origin Business Solar Boost (TOU 5 Day),PEAK,Tariff 1,33.3,127.56,5.0
Origin Energy,Origin Business Solar Boost (TOU 5 Day),OFF_PEAK,Tariff 2,15.87,127.56,5.0
Origin Energy,Origin Business Solar Boost (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,33.3,127.56,5.0
Origin Energy,Origin Business Solar Boost (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,15.87,127.56,5.0
Origin Energy,Origin Business Solar Boost (2 Period TOU),PEAK,Tariff 1,31.827,124.645,5.0
Origin Energy,Origin Business Solar Boost (2 Period TOU),OFF_PEAK,Tariff 2,18.427,124.645,5.0
